account_id,industry,active_mrr_run_rate,flight_risk_score,primary_risk_drivers,tenure_days
A-92a3af,Cybersecurity,1225.0,0.2577920946541092,1. Referral Source | 2. Is Trial,177
A-ce66f8,EdTech,1421.0,0.2576145077172541,1. App Usage Momentum | 2. Is Trial,496
A-10b8da,DevTools,1666.0,0.2574959059137302,1. Industry | 2. Referral Source,603
A-883b7d,Cybersecurity,9950.0,0.2520649250643611,1. App Usage Momentum | 2. Industry,278
A-4e960a,FinTech,228.0,0.2509109752241664,1. Active Mrr Run Rate | 2. App Usage Momentum,349
A-1f0636,EdTech,20895.0,0.2504064847292765,1. Auto Renew Flag | 2. App Usage Momentum,365
A-d5a319,FinTech,2985.0,0.25001535115131546,1. Daily Time In App | 2. Referral Source,607
A-c62e55,EdTech,686.0,0.24366967633707273,1. Active Mrr Run Rate | 2. Referral Source,692
A-068fc6,EdTech,1715.0,0.23643795439164536,1. App Usage Momentum | 2. Net Mrr Delta,533
A-7da956,Cybersecurity,2985.0,0.23540502050958628,1. Daily Time In App | 2. Baseline Tier,212
A-7920cc,Cybersecurity,13731.0,0.22558796372508344,1. Net Mrr Delta | 2. Is Trial,404
A-186a44,HealthTech,0.0,0.22544405074750642,1. Baseline Tier | 2. Active Mrr Run Rate,512
A-b3fe05,Cybersecurity,0.0,0.2230026810373164,1. App Usage Momentum | 2. Daily Time In App,217
A-52dd88,Cybersecurity,1470.0,0.22235884274377665,1. Daily Time In App | 2. Net Mrr Delta,679
A-e2cd1b,DevTools,3184.0,0.22206753679190688,1. App Usage Momentum | 2. Referral Source,331
A-0158bb,FinTech,2205.0,0.22051511568600948,1. App Usage Momentum | 2. Referral Source,223
A-7c5768,HealthTech,0.0,0.21930744157212456,1. Active Mrr Run Rate | 2. Baseline Tier,304
A-7c4956,DevTools,513.0,0.21929150464458755,1. Industry | 2. Avg Resolution Time,605
A-779e4e,HealthTech,1862.0,0.21358191055204748,1. Daily Time In App | 2. Referral Source,729
A-d27f50,Cybersecurity,836.0,0.21031850807205582,1. Active Mrr Run Rate | 2. Baseline Tier,164
A-8b25f2,Cybersecurity,2587.0,0.19782724476815178,1. Active Mrr Run Rate | 2. Avg Csat Score,318
A-91e948,EdTech,8159.0,0.19583635448892572,1. Referral Source | 2. Is Trial,702
A-3a5ad8,HealthTech,0.0,0.19282125939735456,1. Active Mrr Run Rate | 2. Referral Source,392
A-427b69,FinTech,323.0,0.1883031795627916,1. Active Mrr Run Rate | 2. Referral Source,130
A-94c3cd,FinTech,6368.0,0.18670487447762465,1. Referral Source | 2. Net Mrr Delta,468
A-0aaf6e,FinTech,3582.0,0.18278305952776958,1. Net Mrr Delta | 2. Referral Source,234
A-054577,EdTech,16915.0,0.18120073862668173,1. Daily Friction Events | 2. Billing Frequency,247
A-00cac8,HealthTech,931.0,0.18105225443237258,1. Referral Source | 2. Is Trial,473
A-a2485e,FinTech,3383.0,0.17933556881788573,1. Net Mrr Delta | 2. Is Trial,149
A-e36807,EdTech,1791.0,0.17859035833941772,1. App Usage Momentum | 2. Referral Source,228
A-b11cd0,DevTools,1274.0,0.1776630511809582,1. Industry | 2. Is Trial,711
A-e4bf56,HealthTech,4378.0,0.17754336842393026,1. Is Trial | 2. Baseline Tier,64
A-a0ca4e,Cybersecurity,5174.0,0.17660689349351438,1. Active Mrr Run Rate | 2. Is Trial,298
A-328bd0,HealthTech,882.0,0.17540069359232563,1. Daily Friction Events | 2. Referral Source,595
A-977ca0,HealthTech,1715.0,0.16916346982070238,1. Billing Frequency | 2. Referral Source,680
A-5a215a,EdTech,4263.0,0.16604478406053158,1. Referral Source | 2. Avg Resolution Time,361
A-adc1f3,Cybersecurity,995.0,0.16187642570138644,1. Referral Source | 2. Is Trial,148
A-42b791,FinTech,380.0,0.16078060304264155,1. Active Mrr Run Rate | 2. Baseline Tier,225
A-ff79f2,DevTools,3781.0,0.15134601090203542,1. Is Trial | 2. Daily Time In App,250
A-5c046d,EdTech,18507.0,0.15025208195804624,1. Referral Source | 2. Is Trial,178
A-8adedc,EdTech,3332.0,0.14912338735624905,1. Is Trial | 2. Baseline Tier,324
A-0e966d,FinTech,2189.0,0.14284054113914327,1. Industry | 2. Is Trial,189
A-7d514c,HealthTech,3383.0,0.14017940265966009,1. Daily Time In App | 2. Referral Source,332
A-ad296b,DevTools,1862.0,0.14015036967732217,1. Daily Time In App | 2. Industry,169
A-9bfc9f,DevTools,2940.0,0.13614525221919616,1. Industry | 2. Is Trial,474
A-019782,DevTools,0.0,0.13476630683455834,1. Active Mrr Run Rate | 2. Industry,622
A-40906c,EdTech,4508.0,0.1303426878677392,1. Is Trial | 2. Baseline Tier,279
A-e89151,FinTech,8756.0,0.12997111492734836,1. Baseline Tier | 2. App Usage Momentum,474
A-503d5a,FinTech,11144.0,0.12777818495667712,1. Is Trial | 2. Avg Csat Score,437
A-756192,FinTech,1862.0,0.12556219942310612,1. Referral Source | 2. Is Trial,569
A-cb6cc6,DevTools,1225.0,0.12532994093189745,1. Industry | 2. Is Trial,638
A-4c38bc,HealthTech,1764.0,0.12435151903664154,1. App Usage Momentum | 2. Net Mrr Delta,297
A-49b828,FinTech,3980.0,0.12344478797382627,1. Is Trial | 2. Baseline Tier,606
A-cea1f0,FinTech,1592.0,0.12065447763846497,1. Net Mrr Delta | 2. Daily Friction Events,268
A-de58ca,HealthTech,7164.0,0.1056974320625746,1. Referral Source | 2. Is Trial,628
A-45ce7a,FinTech,3184.0,0.10375979875628659,1. Daily Friction Events | 2. Billing Frequency,527
A-5b4ebb,Cybersecurity,1470.0,0.10012965785261838,1. App Usage Momentum | 2. Referral Source,174
A-432483,Cybersecurity,1519.0,0.09365440718171986,1. Daily Friction Events | 2. Baseline Tier,694
A-fe79a5,HealthTech,1791.0,0.09184603008323601,1. Avg Resolution Time | 2. Daily Time In App,314
A-b48f73,EdTech,3920.0,0.09112659963158928,1. Daily Friction Events | 2. Avg Resolution Time,48
A-65a46c,HealthTech,1715.0,0.08891450216088885,1. App Usage Momentum | 2. Billing Frequency,423
A-bcf87c,FinTech,3383.0,0.0872787734882366,1. Daily Time In App | 2. Baseline Tier,187
A-625d0b,EdTech,1791.0,0.04816709490396776,1. Net Mrr Delta | 2. Is Trial,120
